name	uuid	color	loyalty	mana_cost	text	type	power	toughness
Geode Golem	a6e286d6-e0ca-50b1-bdd3-d72d38e6debe			{5}	"Trample
Whenever Geode Golem deals combat damage to a player, you may cast your commander from the command zone without paying its mana cost. (You still pay any additional costs.)"		5	3
Geosurge	35ab3eea-0a8d-59d5-9f97-edb0abf249ad	['R']		{R}{R}{R}{R}	Add {R}{R}{R}{R}{R}{R}{R}. Spend this mana only to cast artifact or creature spells.			
Geothermal Crevice	2e21174c-df1c-50ae-94d3-330d9121d1fc				"Geothermal Crevice enters the battlefield tapped.
{T}: Add {R}.
{T}, Sacrifice Geothermal Crevice: Add {B}{G}."			
Geralf's Masterpiece	26d3b7e1-d2b8-506c-a2b0-1839ea6a0aa0	['U']		{3}{U}{U}	"Flying
Geralf's Masterpiece gets -1/-1 for each card in your hand.
{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped."		7	7
Geralf's Messenger	62446ed2-63c3-5f24-83f7-47dc5e45ee74	['B']		{B}{B}{B}	"Geralf's Messenger enters the battlefield tapped.
When Geralf's Messenger enters the battlefield, target opponent loses 2 life.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"		3	2
Geralf's Mindcrusher	3981bbfe-b52c-5429-8ddf-c9bc19a8cfa2	['U']		{4}{U}{U}	"When Geralf's Mindcrusher enters the battlefield, target player puts the top five cards of their library into their graveyard.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"		5	5
Gerrard	55989c16-cffd-5c88-9e9e-4096107a259c				At the beginning of your draw step, draw an additional card.			
Gerrard Capashen	62a921c0-3568-57ae-a8d9-89659be44b9c	['W']		{3}{W}{W}	"At the beginning of your upkeep, you gain 1 life for each card in target opponent's hand.
{3}{W}: Tap target creature. Activate this ability only if Gerrard Capashen is attacking."		3	4
Gerrard's Battle Cry	3189251d-2e53-541c-b9a6-f8b9d7413acd	['W']		{W}	{2}{W}: Creatures you control get +1/+1 until end of turn.			
Gerrard's Command	660d5202-fc00-53e8-a19e-e8d12c0caa5a	['G', 'W']		{G}{W}	Untap target creature. It gets +3/+3 until end of turn.			
Gerrard's Irregulars	2ce5ad0f-05f4-5bd2-bf77-472002beac56	['R']		{4}{R}	Trample, haste		4	2
Gerrard's Verdict	856c5e6e-6dfd-52c1-a13f-b5debc19d27e	['B', 'W']		{W}{B}	Target player discards two cards. You gain 3 life for each land card discarded this way.			
Gerrard's Wisdom	4b5128bc-24d3-55eb-903a-0e5efa1249a2	['W']		{2}{W}{W}	You gain 2 life for each card in your hand.			
Gerrymandering	7326efe3-1713-5949-85ed-0a7b1776a9a5	['G']		{2}{G}	Exile all lands. Give each player a number of those cards chosen at random equal to the number of those cards the player controlled. Each player returns those cards to the battlefield under their control.			
Get a Life	dd3aa916-befd-56d5-86a2-4fc6969a5e43	['W']		{W}	Target player and each of that player's teammates exchange life totals.			
Get the Point	45136d79-8bbc-50bb-8c06-0163e6920a8d	['B', 'R']		{3}{B}{R}	Destroy target creature. Scry 1.			
Geth's Grimoire	0985bca2-4d5d-51cc-b2b0-bf19e90511a3			{4}	Whenever an opponent discards a card, you may draw a card.			
Geth's Verdict	c8c84177-5cc7-56c9-ac9b-bbd92ef69ff7	['B']		{B}{B}	Target player sacrifices a creature and loses 1 life.			
Geth, Lord of the Vault	8491803b-7c5f-590a-951d-193e1da7eb5d	['B']		{4}{B}{B}	"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
{X}{B}: Put target artifact or creature card with converted mana cost X from an opponent's graveyard onto the battlefield under your control tapped. Then that player puts the top X cards of their library into their graveyard."		5	5
Geyser Glider	b1e2eb4a-2d5f-5b48-8f18-d863b548f32b	['R']		{3}{R}{R}	Landfall — Whenever a land enters the battlefield under your control, Geyser Glider gains flying until end of turn.		4	4
Geyserfield Stalker	465bee4a-a179-52c8-966f-bf5239201aef	['B']		{4}{B}	"Menace (This creature can't be blocked except by two or more creatures.)
Landfall — Whenever a land enters the battlefield under your control, Geyserfield Stalker gets +2/+2 until end of turn."		3	2
Ghalma's Warden	f5bacf69-7691-5633-a7a7-115278535382	['W']		{3}{W}	Metalcraft — Ghalma's Warden gets +2/+2 as long as you control three or more artifacts.		2	4
Ghalta, Primal Hunger	e2cb5977-e451-52b4-8914-fd6987cb5714	['G']		{10}{G}{G}	"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample"		12	12
Ghastbark Twins	e1d093a1-b9b5-51ba-b844-4b3605f12378	['G']		{5}{G}{G}	"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Ghastbark Twins can block an additional creature each combat."		7	7
Ghastlord of Fugue	140434b0-9bf8-5c2c-8202-e448725f4248	['B', 'U']		{U/B}{U/B}{U/B}{U/B}{U/B}	"Ghastlord of Fugue can't be blocked.
Whenever Ghastlord of Fugue deals combat damage to a player, that player reveals their hand. You choose a card from it. That player exiles that card."		4	4
Ghastly Conscription	397b5431-602d-5868-8e88-b838bfc8b2db	['B']		{5}{B}{B}	Exile all creature cards from target player's graveyard in a face-down pile, shuffle that pile, then manifest those cards. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)			
Ghastly Demise	35cae7cc-7aef-5e3a-b5b1-9696c21d7074	['B']		{B}	Destroy target nonblack creature if its toughness is less than or equal to the number of cards in your graveyard.			
Ghastly Discovery	6f2e2ae8-9616-5bda-b7e3-c879ff1643ed	['U']		{2}{U}	"Draw two cards, then discard a card.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it.)"			
Ghastly Haunting	fd1bc38a-2436-5937-970e-ed019f6cc393	['U']			"Enchant creature
You control enchanted creature."			
Ghastly Remains	0250ff90-e552-59fe-bcce-ecbd66d6a450	['B']		{B}{B}{B}	"Amplify 1 (As this creature enters the battlefield, put a +1/+1 counter on it for each Zombie card you reveal in your hand.)
At the beginning of your upkeep, if Ghastly Remains is in your graveyard, you may pay {B}{B}{B}. If you do, return Ghastly Remains to your hand."		0	0
Ghave, Guru of Spores	afefb0d0-f8bd-5e5d-a7a4-0061afab2f63	['B', 'G', 'W']		{2}{W}{B}{G}	"Ghave, Guru of Spores enters the battlefield with five +1/+1 counters on it.
{1}, Remove a +1/+1 counter from a creature you control: Create a 1/1 green Saproling creature token.
{1}, Sacrifice a creature: Put a +1/+1 counter on target creature."		0	0
Ghazbán Ogre	440fe5f4-81f7-5576-b458-8e454eba9385	['G']		{G}	At the beginning of your upkeep, if a player has more life than each other player, the player with the most life gains control of Ghazbán Ogre.		2	2
Ghazbán Ogress	4ec3c785-7e27-50db-aeb8-4079432a69a7	['G']		{G}	When Ghazbán Ogress enters the battlefield, if one player has won more Magic games that day than any other player, that player gains control of Ghazbán Ogress.		2	2
Ghirapur Aether Grid	10836b9d-f27d-5475-a420-2fb310924114	['R']		{2}{R}	Tap two untapped artifacts you control: Ghirapur Aether Grid deals 1 damage to any target.			
Ghirapur Gearcrafter	9df84753-a446-5463-b7ff-d11e53e1b033	['R']		{2}{R}	When Ghirapur Gearcrafter enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying. (A creature with flying can't be blocked except by creatures with flying or reach.)		2	1
Ghirapur Guide	087b9e48-3060-5650-b984-c5e73c7dbc5d	['G']		{2}{G}	{2}{G}: Target creature you control can't be blocked by creatures with power 2 or less this turn.		3	2
Ghirapur Orrery	082c8241-6c44-57c7-a750-7ae2f5307443			{4}	"Each player may play an additional land on each of their turns.
At the beginning of each player's upkeep, if that player has no cards in hand, that player draws three cards."			
Ghirapur Osprey	dfcd3a0b-3ce6-5c91-9aa3-286ff2924bbc	['W']		{2}{W}	Flying		2	2
Ghitu Chronicler	6cab36e3-75e2-56e4-9b0f-7192626bac17	['R']		{1}{R}	"Kicker {3}{R} (You may pay an additional {3}{R} as you cast this spell.)
When Ghitu Chronicler enters the battlefield, if it was kicked, return target instant or sorcery card from your graveyard to your hand."		1	3
Ghitu Encampment	0d973e33-821d-53f6-813b-334aa0c6b6a7				"Ghitu Encampment enters the battlefield tapped.
{T}: Add {R}.
{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. (It deals combat damage before creatures without first strike.)"			
Ghitu Fire	927c0639-3713-5cda-b92c-31607b32fd57	['R']		{X}{R}	"You may cast Ghitu Fire as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
Ghitu Fire deals X damage to any target."			
Ghitu Fire-Eater	ef5aa269-5edf-57fb-be82-26ac24faaa7a	['R']		{2}{R}	{T}, Sacrifice Ghitu Fire-Eater: It deals damage equal to its power to any target.		2	2
Ghitu Firebreathing	a2848724-e9e3-50c9-95eb-ee5fef685000	['R']		{1}{R}	"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
{R}: Enchanted creature gets +1/+0 until end of turn.
{R}: Return Ghitu Firebreathing to its owner's hand."			
Ghitu Journeymage	d234047b-72d8-516e-b3c4-cbdba1dd3d9c	['R']		{2}{R}	When Ghitu Journeymage enters the battlefield, if you control another Wizard, Ghitu Journeymage deals 2 damage to each opponent.		3	2
Ghitu Lavarunner	f7e2e6c5-ad65-51c6-90f0-2d9d9065ea35	['R']		{R}	As long as there are two or more instant and/or sorcery cards in your graveyard, Ghitu Lavarunner gets +1/+0 and has haste.		1	2
Ghitu Slinger	fceaa226-8298-5173-b5b0-9ab9037489c6	['R']		{2}{R}	"Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Ghitu Slinger enters the battlefield, it deals 2 damage to any target."		2	2
Ghitu War Cry	7af107f5-3ce2-5013-b53d-022e02fb76fd	['R']		{2}{R}	{R}: Target creature gets +1/+0 until end of turn.			
Ghor-Clan Bloodscale	a4826832-f0b5-5b41-9aa8-9f6bb56f190e	['R']		{3}{R}	"First strike
{3}{G}: Ghor-Clan Bloodscale gets +2/+2 until end of turn. Activate this ability only once each turn."		2	1
Ghor-Clan Rampager	f7d5041c-a529-50a9-a533-d421ec06908a	['G', 'R']		{2}{R}{G}	"Trample
Bloodrush — {R}{G}, Discard Ghor-Clan Rampager: Target attacking creature gets +4/+4 and gains trample until end of turn."		4	4
Ghor-Clan Savage	0f611da9-f184-53ed-9268-9b99c279cd56	['G']		{3}{G}{G}	Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)		2	3
Ghor-Clan Wrecker	bd4f3c95-dbd2-5896-8f0d-f0b6ea91bf70	['R']		{3}{R}	"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Menace (This creature can't be blocked except by two or more creatures.)"		2	2
Ghost Council of Orzhova	5d4b4379-8ad8-5ed8-9f02-f76736fc4a64	['B', 'W']		{W}{W}{B}{B}	"When Ghost Council of Orzhova enters the battlefield, target opponent loses 1 life and you gain 1 life.
{1}, Sacrifice a creature: Exile Ghost Council of Orzhova. Return it to the battlefield under its owner's control at the beginning of the next end step."		4	4
Ghost Hounds	855bcab6-5756-5f64-825e-90843c71ddaf	['B']		{1}{B}	"Vigilance
Whenever Ghost Hounds blocks or becomes blocked by a white creature, Ghost Hounds gains first strike until end of turn."		1	1
Ghost Quarter	5c20f14d-ee49-5835-84df-20585c346ba2				"{T}: Add {C}.
{T}, Sacrifice Ghost Quarter: Destroy target land. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library."			
Ghost Ship	82dc90d5-825a-5877-be8b-2cfaf898a973	['U']		{2}{U}{U}	"Flying
{U}{U}{U}: Regenerate Ghost Ship."		2	4
Ghost Tactician	484e2965-307b-58b4-a579-08ee629a2acc	['W']		{4}{W}	{W}, {T}, Discard a card: Creatures you control get +1/+0 until end of turn.		2	5
Ghost Town	3140fdac-a13f-5fc1-ba71-ff3dc566db62				"{T}: Add {C}.
{0}: Return Ghost Town to its owner's hand. Activate this ability only if it's not your turn."			
Ghost Warden	e74a0b1f-7e31-5482-bcbb-5de87838d659	['W']		{1}{W}	{T}: Target creature gets +1/+1 until end of turn.		1	1
Ghost-Lit Nourisher	24fe88e1-b3b2-5cf9-b819-c5e11c433558	['G']		{2}{G}	"{2}{G}, {T}: Target creature gets +2/+2 until end of turn.
Channel — {3}{G}, Discard Ghost-Lit Nourisher: Target creature gets +4/+4 until end of turn."		2	1
Ghost-Lit Raider	4fdad8f1-4800-5aad-a620-05b95b71cca8	['R']		{2}{R}	"{2}{R}, {T}: Ghost-Lit Raider deals 2 damage to target creature.
Channel — {3}{R}, Discard Ghost-Lit Raider: It deals 4 damage to target creature."		2	1
Ghost-Lit Redeemer	6130d935-db1b-526f-be50-5fad7152b486	['W']		{W}	"{W}, {T}: You gain 2 life.
Channel — {1}{W}, Discard Ghost-Lit Redeemer: You gain 4 life."		1	1
Ghost-Lit Stalker	d0d9e5d7-af50-5cbc-8e2d-8a3189795c42	['B']		{B}	"{4}{B}, {T}: Target player discards two cards. Activate this ability only any time you could cast a sorcery.
Channel — {5}{B}{B}, Discard Ghost-Lit Stalker: Target player discards four cards. Activate this ability only any time you could cast a sorcery."		1	1
Ghost-Lit Warder	ec084b97-fb78-5a12-b42b-1d49d5912fc1	['U']		{1}{U}	"{3}{U}, {T}: Counter target spell unless its controller pays {2}.
Channel — {3}{U}, Discard Ghost-Lit Warder: Counter target spell unless its controller pays {4}."		1	1
Ghostblade Eidolon	2990ac39-e5e8-5317-9585-f89b3dc0053d	['W']		{2}{W}	"Bestow {5}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Double strike (This creature deals both first-strike and regular combat damage.)
Enchanted creature gets +1/+1 and has double strike."		1	1
Ghostfire	2accff7b-6bf5-5299-822b-3a631e790614			{2}{R}	"Ghostfire is colorless.
Ghostfire deals 3 damage to any target."			
Ghostfire Blade	fae3cf69-e11c-518c-ba28-333cbcd46829			{1}	"Equipped creature gets +2/+2.
Equip {3}
Ghostfire Blade's equip ability costs {2} less to activate if it targets a colorless creature."			
Ghostflame Sliver	ff59e997-a775-5531-b142-71ec0988b31c	['B', 'R']		{B}{R}	All Slivers are colorless.		2	2
Ghostform	9c39753c-7327-55eb-8fd1-82442e0905d9	['U']		{1}{U}	Up to two target creatures can't be blocked this turn.			
Ghosthelm Courier	25d636df-2fa7-5a18-9cb8-e22ea5848a47	['U']		{2}{U}	"You may choose not to untap Ghosthelm Courier during your untap step.
{2}{U}, {T}: Target Wizard creature gets +2/+2 and has shroud for as long as Ghosthelm Courier remains tapped. (It can't be the target of spells or abilities.)"		2	1
Ghostly Changeling	cba44338-43bd-5aee-aee3-35dbfd7e2625	['B']		{2}{B}	"Changeling (This card is every creature type.)
{1}{B}: Ghostly Changeling gets +1/+1 until end of turn."		2	2
Ghostly Flame	d82464aa-1fad-5a10-af23-fde1b2bd34a2	['B', 'R']		{B}{R}	Black and/or red permanents and spells are colorless sources of damage.			
